comision_entrante,iniciativa,estado_actual,id_proyecto,titulo,fecha_radicacion
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,7683,Por la cual se establece la cotizacion en seguridad social de las personas que desarrollan contratos de prestacion de servicios. [Seguridad social con contratos de prestacion de servicios],2014-07-30
Comision Septima de Senado,Legislativa,Archivado en Debate,7695,Por medio de la cual se adiciona un articulo al Codigo Sustantivo del Trabajo|| se establece el fuero de conyuge|| compannero o compannera permanente en condicion de desempleado y se dictan otras disposiciones. [ Fuero de conyuge|| compannero o compannera permanente en condicion de desempleado],2014-07-30
Comision Septima de Senado,Legislativa,Acumulado,7689,Por la cual se derogan algunas modificaciones al Codigo Sustantivo del Trabajo establecidas por la Ley 789 de 2002|| se restablecen las condiciones laborales relacionadas con las horas extras|| el trabajo dominical y festivo y se dictan otras disposiciones. [Horas extras],2014-07-30
Comision Septima de Camara de Representantes,Legislativa,Archivado en Debate,7740,Por medio de la cual se modifica el regimen de escogencia y remocion de los empleados de naturaleza gerencial|| y se dictan otras disposiciones- [Empleados de naturaleza gerencial|| gerencia publica],2014-07-30
Comision Tercera de Camara de Representantes,Legislativa,Archivado en Debate,7743,Por medio de la cual se autoriza a la Asamblea Departamental de Boyaca para ordenar la emision de la Estampilla del Fomento Turistico y se dictan otras disposiciones. [Estampilla del Fomento Turistico de Boyaca],2014-07-31
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7744,Por medio de la cual se fortalece el ejercicio del control social ciudadano y la participacion ciudadana en las instituciones del Sistema General de Seguridad Social en Salud y se establecen otras disposiciones. [Control social ciudadano en el SGSS],2014-07-31
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7745,Por medio de la cual se adiciona un articulo en la Ley 1257 de 2008 para que se prohiba la practica de la prueba de embarazo como requisito laboral y se dictan otras disposiciones. [Prohibe practica prueba de embarazo],2014-07-31
Comision Segunda de Senado,Legislativa,Retirado por el Autor,7724,Por medio de la cual se estimula a los soldados bachilleres que presten su servicio a la patria|| vinculandolos al proceso educativo en el nivel superior. [Educacion superior para soldados],2014-08-05
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,7729,Por el cual se modifica el articulo 361 de la Constitucion Politica y se dictan otras disposiciones. [Reforma al Sistema General de Regalias],2014-08-05
Comision Primera de Camara de Representantes,Legislativa,Archivado en Debate,7733,Por medio de la cual se adicionan excepciones para la conformacion de municipios y se adoptan otras disposiciones [Conformacion de municipios],2014-08-05
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,7727,Por la cual se crea el Sistema Nacional para la Seguridad Alimentaria y Nutricional|| SINSAN|| se crea la Agencia Nacional de Seguridad Alimentaria|| y se establecen otras disposiciones. [Sistema Nacional para la Seguridad Alimentaria y Nutricional|| SINSAN|| Agencia Nacional de Seguridad Alimentaria],2014-08-05
Comision Quinta de Senado,Legislativa,Acumulado,7726,Por la cual se declara Patrimonio Cultural de la Nacion del orden ambiental y ecologico|| el ecosistema lagunar del norte de Cundinamarca y occidente de Boyaca|| se establece el plan emergente ambiental y se dictan unas disposiciones. [Patrimonio Cultural de la Nacion|| el ecosistema Lagunar del norte de Cundinamarca y occidente de Boyaca],2014-08-05
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,7725,Por la cual se otorga reconocimiento creando estimulos a los miembros de las Juntas Administradoras Locales del pais|| se redefine su funcionamiento y se dictan otras disposiciones. [Juntas Administradoras Locales|| JAL],2014-08-05
Comision Cuarta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7746,Por medio de la cual se asocia a la conmemoracion del bicentenario del municipio de Belmira|| en el departamento de Antioquia y se dictan otras disposiciones. [Bicentenario de Belmira|| Antioquia],2014-08-06
Comision Primera de Camara de Representantes,Legislativa,Retirado por el Autor,7747,Por medio de la cual se crea el articulo 118 a|| se modifica el articulo 104 de la Ley 599 de 2000 y se modifica el articulo 351 de la Ley 906 de 2004. [Quemaduras con acido],2014-08-06
Comision Primera de Senado,Otras entidades,Aprobado Segundo Debate,7728,Por medio de la cual se expide el Codigo Disciplinario unico y se derogan la Ley 734 de 2002 y algunas disposiciones de la Ley 1474 de 2011|| relacionadas con el derecho disciplinario. [Codigo Disciplinario unico],2014-08-06
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,7732,Por medio del cual se reforman los articulos 264|| 265 y 266 de la Constitucion Politica de Colombia. [Consejo Nacional Electoral],2014-08-06
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,7730,Por medio de la cual se categoriza a la ciudad de Santiago de Cali como Distrito Especial Deportivo|| Empresarial|| Turistico y Cultural. [Cali como Distrito Especial Deportivo|| Empresarial|| Turistico y Cultural],2014-08-11
Comision Tercera de Camara de Representantes,Legislativa,Retirado por el Autor,7748,Por la cual se autoriza la emision de la Estampilla Pro Hospitales de primer y segundo nivel de atencion de la ciudad de Bogota|| D. C. [Estampilla hospitales de Bogota],2014-08-11
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7749,Por la cual se autoriza emision de estampilla pro hospitales de primer y segundo nivel de atencion del departamento de Bolivar. [Estampilla pro hospitales de primer y segundo nivel de atencion de Bolivar],2014-08-11
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,7731,Por medio de la cual se aprueba el «Tratado sobre el Comercio de Armas»|| adoptado por la Asamblea General de las Naciones Unidas mediante Resolucion 67/234 b de 2 de abril de 2013 y suscrito en la ciudad de Nueva York|| el 24 de septiembre de 2013. [Tratado sobre el Comercio de Armas],2014-08-11
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7765,Por medio de la cual se establecen los lineamientos de la jornada escolar complementaria para los establecimientos educativos oficiales. [Jornada escolar complementaria],2014-08-12
Comision Cuarta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7766,Por medio de la cual se declara patrimonio historico y cultural de la Nacion a la casa del telegrafista de Aracataca|| Magdalena. [Casa del telegrafista en Aracataca|| Magdalena],2014-08-12
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,7752,Por la cual se establecen mecanismos y condiciones tecnicas para lograr un adecuado desempenno de los actores que se involucran en la cadena de generacion de aceites de fritura usados con el fin de prevenir la contaminacion ambiental e hidrica y riesgos para la salud humana en desarrollo|| entre otros|| del articulo 13 de la Carta. [ Manejo de aceites de fritura usados],2014-08-12
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,7759,Por la cual se reforma el articulo 14 de la Ley 115 de 1994. [Catedra de genero],2014-08-12
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,7750,Por medio de la cual se crea la “licencia social de operacion” para la mineria. [Licencia social de operacion],2014-08-12
Comision Tercera de Senado,Legislativa,Archivado por Transito de Legislatura,7760,Por medio de la cual se crea un Fondo Especial de Ingreso Minimo Garantizado y se asigna un bono pensional para los ninnos de familias vulnerables. [Bono pensional para los ninnos de familias vulnerables],2014-08-12
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,7753,Por medio de la cual se implementan medidas de estabilidad reforzada para personas que tengan a su cargo el cuidado y/o manutencion de personas en condicion de discapacidad. [Cuidadores],2014-08-12
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7767,Por medio de la cual se interpreta con autoridad el articulo 116 del Estatuto Tributario|| deduccion de las regalias y se dictan otras disposiciones. [Deduccion de las regalias],2014-08-12
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7768,Por el cual se adiciona un paragrafo al articulo 15 de la Ley 33 de 1985. [Fondo de Prevision Social del Congreso|| Fonprecon],2014-08-13
Comision Septima de Senado,Legislativa,Retirado por el Autor,7755,Por medio de la cual se promueve|| se fomenta|| se regula|| se orienta y se controla el aprovechamiento terapeutico y turistico de los balnearios termales y el uso de las aguas termales. [Balnearios y aguas termales],2014-08-14
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,7756,Por la cual se modifica y adiciona la Ley 5ª de 1992|| se crea la Comision Legal del Congreso de la Republica para la defensa|| proteccion y promocion de los derechos de los Pueblos Indigenas y se dictan otras disposiciones. [Comision Legal para los Pueblos Indigenas],2014-08-14
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,7757,Por medio del cual se adiciona un inciso al articulo 79 de la Constitucion Politica. [Derechos de los animales],2014-08-14
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,7758,Por medio del cual se crea un Tribunal Nacional pro tempore para la Fuerza Publica. [Tribunal Nacional pro tempore para la Fuerza Publica],2014-08-14
Comision Segunda de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7769,Por medio del cual se fortalecen los mecanismos de participacion de los colombianos en el exterior|| se reforma la Ley 1465 de 2011|| y se dictan otras disposiciones. [Participacion de colombianos en el exterior],2014-08-19
Comision Tercera de Camara de Representantes,Legislativa,Retirado por el Autor,7770,Por medio de la cual se prorroga la vigencia del articulo 81 de la Ley 663 de 2000. [Financiacion zonas no interconectadas],2014-08-19
Comision Tercera de Senado,Legislativa,Archivado por Transito de Legislatura,7762,Por la cual se adiciona la Ley 1527 de 2012 Por medio de la cual se establece un marco general para la libranza o descuento directo y se dictan otras disposiciones. [Libranzas],2014-08-19
Comision Primera de Camara de Representantes,Legislativa,Acumulado,7761,Por medio de la cual se crea el Distrito Deportivo y Cultural de Cali|| se define su organizacion y funcionamiento y se dictan otras disposiciones. [Cali como Distrito Deportivo y Cultural],2014-08-19
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,7771,Por medio de la cual se establece criterios de equidad de genero en la adjudicacion de las tierras baldias|| vivienda rural|| proyectos productivos|| se modifica la Ley 160 de 1994 y se dictan otras disposiciones. [Equidad de genero en adjudicacion de baldios],2014-08-20
Comision Septima de Senado,Legislativa,Archivado en Debate,7764,Por el cual se reforma el termino de prescripcion de acciones de los derechos laborales y se dictan otras disposiciones. [Prescripcion de acciones de los derechos laborales],2014-08-20
