comision_entrante,iniciativa,estado_actual,id_proyecto,titulo,fecha_radicacion
Comision Quinta de Camara de Representantes,Legislativa,Sancionado como Ley,8633,Por medio de la cual se dictan disposiciones para garantizar la preservacion|| conservacion y restauracion integral de los ecosistemas de paramos y el desarrollo sostenible de las regiones de paramo en Colombia. [Conservacion ecosistemas de paramos],2016-08-24
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8634,Por medio de la cual se modifica el articulo 162 de la Ley 599 de 2000. [Reclutamiento de menores],2016-08-24
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8635,Por medio de la cual se deroga el articulo 84 de la Ley 100 de 1993. [Sobre la excepcion a la garantia de pension minima],2016-08-24
Comision Septima de Camara de Representantes,Legislativa,Archivado en Debate,8631,Por medio de la cual se modifica la Ley 1335 de 2009 para extender la regulacion a sistemas electronicos de administracion de nicotina|| sucedaneos derivados y otros. [Cigarrillo electronico],2016-08-24
Comision Sexta de Camara de Representantes,Legislativa,Archivado en Debate,8630,Por medio de la cual se interpreta con autoridad la Ley 1620 de 2013|| se modifican algunos de sus apartes y se establece el 10 de agosto como el dia nacional de la libertad para educar. [Dia nacional de la libertad para educar],2016-08-24
Comision Cuarta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8639,Por medio de la cual la Nacion se asocia a la conmemoracion de los 400 annos de la fundacion del municipio de Sopetran en el departamento de Antioquia y se dictan otras disposiciones. [400 annos de Sopetran|| Antioquia],2016-08-25
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8638,Por medio de la cual se crea el Registro unico Nacional de Unidades de Propiedad Horizontal y se modifica la Ley 675 de 2001. [Registro unico Nacional de Unidades de Propiedad Horizontal],2016-08-25
Comision Septima de Senado,Legislativa,Aprobado Cuarto Debate,8628,Por medio de la cual se adoptan criterios de politica publica para los programas estatales de reduccion de la pobreza y pobreza extrema|| promocion de la movilidad social y se regula el funcionamiento del Programa Mas Familias en Accion. [Regulacion programas estatales],2016-08-30
Comision Quinta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8641,Por medio de la cual se promueve el desarrollo sostenible de la produccion organica en Colombia y se dictan otras disposiciones. [Produccion agricola sostenible],2016-08-30
Comision Primera de Camara de Representantes,Legislativa,Archivado en Debate,8642,Por medio de la cual se establecen medidas para desarrollar el uso del espacio publico para la seguridad y convivencia de los habitantes de agrupaciones de vivienda|| conjuntos residenciales o multifamiliares y se dictan otras disposiciones. [Espacio publico y conjuntos residenciales],2016-08-30
Comision Primera de Camara de Representantes,Legislativa,Archivado en Debate,8643,Por la cual se crean las Defensorias Locales en la ciudad de Bogota|| D. C.|| dependientes de la Defensoria del Pueblo en aplicacion del articulo 283 de la Constitucion Politica. [Defensorias locales],2016-08-30
Comision Septima de Senado,Legislativa,Archivado por Transito de Legislatura,8644,Por la cual se establecen normas para la proteccion|| prevencion y control de los efectos nocivos que para la salud tiene la exposicion prolongada y sin debida proteccion a la radiacion solar. [Proteccion solar],2016-08-31
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,8651,Por el cual se modifica el articulo 361 de la Constitucion Politica y se dictan otras disposiciones. [Sistema General de Regalias],2016-08-31
Comision Tercera de Senado,Legislativa,Archivado por Transito de Legislatura,8645,Por medio de la cual se regulan los depositos judiciales|| se autoriza su traslado|| su utilizacion para la inversion en la red vial terciaria e infraestructura carcelaria. [Destinacion de depositos judiciales],2016-08-31
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8640,Por medio del cual se otorga la categoria de Distrito Petroquimico|| Portuario y Turistico al municipio de Barrancabermeja|| Santander. [Distrito Petroquimico|| Portuario y Turistico al municipio de Barrancabermeja|| Santander],2016-08-31
Comision Tercera de Camara de Representantes,Legislativa,Archivado en Debate,8652,Por medio de la cual concede un estimulo sobre el impuesto de vehiculos automotores a los contribuyentes ejemplares en el incremento de la seguridad vial y se dictan otras disposiciones. [Impuesto de vehiculos],2016-09-01
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8646,Por la cual se reglamenta el ejercicio de la educacion fisica|| sus profesiones afines y auxiliares|| se dicta el codigo etico y deontologico del educador fisico y sus profesiones afines|| y se establecen otras disposiciones. [Reglamenta el ejercicio de la educacion fisica],2016-09-01
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8647,Por medio de la cual se modifica el Codigo Electoral y se dictan otras disposiciones. [Sistema unico de Identificacion Personal],2016-09-02
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8663,Por medio del cual se crea el fondo|| la marca y las condiciones para el desarrollo y recuperacion del Centro Historico del Distrito Capital. [Centro historico de Bogota],2016-09-05
Comision Primera de Camara de Representantes,Legislativa,Archivado en Debate,8655,Por medio de la cual se reorganiza el sector social de la Nacion con criterios de planeacion estrategica y optimizacion de las finanzas publicas. [Sistema de servicios sociales],2016-09-05
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8656,Por la cual se adiciona el Articulo 254 de la Ley 5ª de 1992. [Control politico a organismos de control],2016-09-06
Comision Tercera de Senado,Legislativa,Sancionado como Ley,8649,Por medio del cual se crean y desarrollan las Sociedades Comerciales de Beneficio e Interes Colectivo – BIC. [Sociedades Comerciales de Beneficio e Interes Colectivo|| BIC],2016-09-06
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8654,Por medio de la cual se le asigna una funcion adicional y se crea un mecanismo de mejora del servicio al Fondo Nacional de Ahorro. [Menores de edad ahorradores],2016-09-06
Comision Septima de Senado,Gubernamental,Sancionado como Ley,8648,Por medio de la cual se dictan el regimen de remuneracion|| prestacional y seguridad social de los miembros de las asambleas departamentales y se dictan otras disposiciones. [Regimen prestacional de diputados],2016-09-06
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8650,Por medio del cual se reforma el articulo 204 de la Ley 1448 de 2011|| para fortalecer el acceso a los derechos de verdad|| reparacion|| restitucion y garantias de no repeticion para las victimas en el exterior y se dictan otras disposiciones. [Victimas en el exterior],2016-09-06
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8653,"Por medio de la cual se aprueba el ""Acuerdo de Paris""|| adoptado el 12 de diciembre de 2015|| en Paris|| Francia. [Cambio climatico|| Acuerdo de Paris]",2016-09-07
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8660,Por medio de la cual se modifica el Decreto-ley 1260 de 1970 sobre el Estatuto del Registro del Estado Civil de las personas y se adiciona la Ley 1098 de 2006 Codigo de la Infancia y la Adolescencia. [Registro civil],2016-09-07
Comision Septima de Senado,Legislativa,Informe Legislativo a las Objeciones del Ejecutivo,8659,Por medio de la cual se modifica un inciso del articulo 279 de la Ley 100 de 1993. [Excepciones Sistema de Seguridad Social en Salud],2016-09-07
Comision Primera de Senado,Legislativa,Retirado por el Autor,8662,Por medio del cual se otorga al presunto padre biologico|| la titularidad para iniciar autonomamente la accion de impugnacion de la paternidad. [Accion de impugnacion de la paternidad],2016-09-07
Comision Sexta de Senado,Legislativa,Retirado por el Autor,8661,Por la cual se reglamenta el ejercicio de la profesion de microbiologia|| se dicta el codigo de etica y otras disposiciones. [Reglamentacion microbiologia],2016-09-07
NA,Legislativa,Acumulado,8658,Por medio de la cual se establecen mecanismos efectivos para evitar la explotacion ilicita de yacimientos mineros y otros materiales y se dictan otras disposiciones. [Mineria ilegal],2016-09-07
Comision Primera de Camara de Representantes,Legislativa,Sancionado como Ley,8657,Por medio de la cual se otorga la categoria de Distrito Portuario|| Agroindustrial y Turistico a Turbo|| Antioquia. [Turbo como Distrito portuario|| agroindustrial y turistico],2016-09-08
Comision Primera de Camara de Representantes,Legislativa,Retirado por el Autor,8672,Por la cual se adoptan reglas para la promocion de un modelo de desarrollo territorial equilibrado|| y se modifica el articulo 31 de la Ley 152 de 1994. [Desarrollo territorial],2016-09-09
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8665,Por medio de la cual se reglamenta la participacion de la poblacion joven en los diferentes niveles decisorios de las diferentes ramas y organos del Poder Publico|| segun lo preceptuado en el articulo 45 de la Constitucion Politica de Colombia y se dictan otras disposiciones. [Participacion juvenil],2016-09-13
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,8664,Por medio del cual se elimina la obligatoriedad del servicio militar en Colombia y se dictan otras disposiciones. [No obligatoriedad del servicio militar],2016-09-13
Comision Sexta de Camara de Representantes,Legislativa,Retirado por el Autor,8666,Por medio de la cual se regula el uso adecuado y eficiente de los recursos publicos destinados a la publicidad estatal y se dictan otras disposiciones. [Publicidad estatal],2016-09-14
Comision Segunda de Camara de Representantes,Legislativa,Sancionado como Ley,8675,Por medio de la cual se reconoce como patrimonio cultural inmaterial de la Nacion el Festival Nacional del Son Francisco “Pacho” Rada|| del municipio de Ariguani –departamento del Magdalena y se dictan otras disposiciones. [Festival Nacional del Son Francisco “Pacho” Rada|| de Ariguani|| Magdalena],2016-09-14
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8667,Por la cual se dictan normas tendientes a la reorganizacion e integracion del servicio publico de transporte terrestre automotor colectivo de pasajeros a nivel metropolitano|| distrital o municipal de pasajeros. [Transporte publico de pasajeros],2016-09-14
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8673,Por medio de la cual se introducen modificaciones a la Ley 136 de 1994|| Ley 617 de 2000 y se dictan otras disposiciones. [Perdida de investidura de los concejales],2016-09-15
Comision Primera de Senado,Legislativa,Retirado por el Autor,8669,Por la cual se reconoce el derecho fundamental a la identidad etnica de las comunidades negras o poblacion afrocolombiana|| se adoptan politicas para la equidad e inclusion social de este grupo etnico|| la igualdad de oportunidades y se dictan otras disposiciones. [Igualdad de oportunidades para afrocolombianos],2016-09-20
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8671,Por medio de la cual se categoriza a la ciudad de Santiago de Cali como Distrito Especial Deportivo|| Cultural|| Turistico|| Empresarial y de Servicios. [Cali como Distrito Especial Deportivo|| Cultural|| Turistico|| Empresarial y de Servicios],2016-09-20
Comision Sexta de Senado,Legislativa,Archivado por Transito de Legislatura,8670,Por medio de la cual se modifica parcialmente la Ley 769 de 2002 y se dictan otras disposiciones. [Licencia de conduccion],2016-09-20
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8674,Por medio de la cual se reforma la Ley 5ª de 1992 para establecer mecanismos de rendicion de cuentas|| transparencia y verificacion de la asistencia en el Congreso de la Republica. [Transparencia en el Congreso],2016-09-20
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8668,Por medio del cual se modifican la Ley 1709 de 2014|| algunas disposiciones del Codigo Penal|| el Codigo de Procedimiento Penal|| el Codigo Penitenciario y Carcelario|| la Ley 1121 de 2006 y se dictan otras disposiciones. [Fortalecimiento de la Politica Criminal y Penitenciaria en Colombia],2016-09-20
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8681,"Por medio de la cual se prorroga el termino del articulo 155 de la Ley 1448 de 2011 - Ley de Victimas y de restitucion de tierras, ampliando el periodo para que las victimas presenten ante el Ministerio Publico solicitud de inscripcion en el Registro unico de Victimas y se dictan otras disposiciones. [Prorroga ley de victimas]",2016-10-03
Comision Cuarta de Camara de Representantes/Comision Tercera de Camara de Representantes/Comision Cuarta de Senado/Comision Tercera de Senado,Gubernamental,Archivado por Vencimiento de Terminos,8676,Por la cual se decreta el presupuesto del Sistema General de Regalias para el bienio del 1° de enero de 2017 al 31 de diciembre de 2018. [Presupuesto del Sistema General de Regalias 2017 – 2018],2016-10-03
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8678,Por medio de la cual se aprueba el protocolo de enmienda del acuerdo de Marrakech por el cual se establece la Organizacion Mundial del Comercio adoptado por el Consejo General de la Organizacion Mundial del Comercio en Ginebra|| Suiza|| el 27 de noviembre de 2014. [Protocolo de enmienda a la Organizacion Mundial del Comercio],2016-10-04
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8679,Por medio de la cual se aprueba el acuerdo entre la Union Europea y la Republica de Colombia por el que se crea un marco para la participacion de la Republica de Colombia en las operaciones|| de gestion de crisis de la Union Europea|| suscrito en la ciudad de Bogota dc|| el 5 de agosto de 2014. [Participacion de Colombia en las operaciones de gestion de crisis de la Union Europea],2016-10-04
Comision Segunda de Senado,Gubernamental,Archivado por Transito de Legislatura,8680,Por medio de la cual se aprueba el Convenio Multilateral Iberoamericano de Seguridad Social (SMSS)|| hecho en Santiago de Chile el 10 de diciembre de 2014. [Convenio Multilateral Iberoamericano de Seguridad Social (SMSS)],2016-10-04
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,8688,Por medio del cual se limita la reeleccion en los cuerpos colegiados de eleccion directa. [Limita la reeleccion en cuerpos colegiados],2016-10-05
Comision Tercera de Camara de Representantes,Legislativa,Sancionado como Ley,8689,Por medio de la cual se modifican la Ley 71 de 1986 y la Ley 1423 de 2010|| y se dictan otras disposiciones. [Estampilla pro Universidad de La Guajira],2016-10-05
Comision Septima de Camara de Representantes,Legislativa,Retirado por el Autor,8690,Por medio de la cual se da un enfoque de salud publica a la problematica del consumo de la drogas en Colombia y se dictan otras disposiciones. [Adiccion a las drogas con enfoque de salud publica],2016-10-05
Comision Septima de Camara de Representantes,Gubernamental,Archivado por Transito de Legislatura,8700,Por la cual se regulan los procedimientos medicos y quirurgicos con fines esteticos. [Cirugias|| procedimientos medicos y quirurgicos con fines esteticos],2016-10-05
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8682,Por medio del cual el Congreso de la Republica|| facultado por el numeral 17 del articulo 150 de la Constitucion Politica de Colombia|| y en aras de facilitar la paz|| decreta otorgar amnistia e indulto a los miembros del grupo armado organizado al margen de la ley “FARC-EP”. [Indulto a las FARC],2016-10-10
Comision Septima de Camara de Representantes,Legislativa,Archivado en Debate,8683,Por medio de la cual se dictan medidas para defender el acceso de los usuarios del Sistema de Salud a medicamentos de calidad|| eficacia y seguridad. [Acceso de los usuarios del Sistema de Salud a medicamentos],2016-10-11
Comision Primera de Camara de Representantes,Legislativa,Retirado por el Autor,8696,Por medio de la cual se crea el tipo penal de evasion fiscal mediante la omision de activos o inclusion de pasivos inexistentes y se dictan otras disposiciones. [Evasion fiscal],2016-10-11
Comision Septima de Camara de Representantes,Legislativa,Retirado por el Autor,8695,Por la cual se brinda apoyo y orientacion a la mujer gestante o lactante en riesgo y se dictan otras disposiciones. [Apoyo y orientacion a la mujer gestante o lactante en riesgo],2016-10-11
Comision Segunda de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8691,Por medio de la cual la Nacion se asocia a la celebracion de los 51 annos de la Escuela de Nutricion y Dietetica de la Universidad de Antioquia. [51 annos de la Escuela de Nutricion y Dietetica de la Universidad de Antioquia],2016-10-11
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8694,Por medio de la cual se crea una inhabilidad temporal para ejercer cargos en ambitos educacionales o que tengan como funcion la proteccion y atencion integral del ninno|| ninna o adolescente y se modifica la Ley 599 de 2000. [Inhabilidad temporal],2016-10-11
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,8693,Por el cual se modifican los articulos 303|| 314 y 323 de la Constitucion Politica de Colombia de 1991 y se establece la segunda vuelta en las elecciones del Alcalde Mayor de Bogota|| Distrito Capital|| alcaldes municipales y gobernadores departamentales. [Segunda vuelta para eleccion de alcaldes y gobernadores],2016-10-11
Comision Segunda de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8692,Por la cual se establece el Sistema Nacional de Registro de Identificacion Balistica de las armas de fuego que circulen en el territorio nacional y se dictan otras disposiciones. [Sistema Nacional de Registro de Identificacion Balistica de las armas de fuego],2016-10-12
Comision Sexta de Senado,Legislativa,Retirado por el Autor,8686,Por medio de la cual se prohibe el uso de la foto detencion y se dictan otras disposiciones. [Prohibe las foto – multas],2016-10-12
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8685,Por medio de la cual se aprueba el Convenio de Minamata sobre el mercurio|| hecho en Kumamoto|| Japon|| el 10 de octubre de 2013. [Convenio de Minamata sobre el mercurio],2016-10-12
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,8684,Por medio del cual se ordena la titulacion de la tierra adquirida de buena fe|| se estimula la formalizacion y proteccion de derechos adquiridos. [Titulacion de la tierra adquirida de buena fe],2016-10-12
Comision Septima de Senado,Legislativa,Retirado por el Autor,8687,Por medio de la cual se adoptan medidas para garantizar la continuidad en el acceso a la prestacion del servicio de salud como expresion del derecho fundamental y se dictan disposiciones de eficiencia. [Salud como derecho fundamental],2016-10-13
Comision Tercera de Camara de Representantes,Legislativa,Sancionado como Ley,8701,Por medio de la cual se reglamenta la naturaleza y la destinacion de las propinas. [Propinas],2016-10-18
Comision Tercera de Camara de Representantes/Comision Tercera de Senado,Gubernamental,Sancionado como Ley,8698,Por medio de la cual se adopta una reforma tributaria estructural|| se fortalecen los mecanismos para la lucha contra la evasion y la elusion fiscal|| y se dictan otras disposiciones. [Reforma tributaria estructural],2016-10-19
Comision Primera de Camara de Representantes,Legislativa,Retirado por el Autor,8708,Por el cual se modifica el articulo 361 de la Constitucion Politica y se dictan otras disposiciones sobre el regimen de regalias y compensaciones. [Regimen de regalias],2016-10-19
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8697,Por medio del cual se declara al municipio de Soledad distrito especial cultural de convivencia social de paz. [Soledad|| Atlantico como distrito especial cultural de convivencia social de paz],2016-10-19
Comision Tercera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8706,Por medio del cual se adiciona el articulo 55 de la Ley 643 de 2001 y se dictan otras disposiciones. [Inscripcion en Camara de Comercio de vendedores de juegos de azar],2016-10-19
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8707,Por medio del cual se adiciona el articulo 63 de la Ley 454 de 1998 reformado por el articulo 146 del Decreto Ley 019 de 2012. [Sistema nacional de voluntariado],2016-10-19
Comision Primera de Senado,Legislativa,Archivado por Vencimiento de Terminos,8713,Por medio del cual se deroga el Acto Legislativo 01 de 2016. [Deroga el acto legislativo para la paz],2016-10-20
Comision Segunda de Camara de Representantes,Legislativa,Sancionado como Ley,8709,Por medio de la cual la Nacion se asocia a la conmemoracion de los cincuenta (50) annos de vida politico- administrativa del Departamento del Cesar|| rinde publico homenaje a sus habitantes y se dictan otras disposiciones. [50 annos del departamento del Cesar],2016-10-20
Comision Primera de Senado,Legislativa,Archivado por Transito de Legislatura,8699,Por la cual se dictan medidas de proteccion especial contra el sufrimiento y dolor animal durante el transcurso de los espectaculos taurinos y de actividades relacionadas con los mismos. [Prohibe las corridas de toros],2016-10-20
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8711,Por medio del cual se establece la mediacion escolar como una estrategia alternativa para la solucion de conflictos en las instituciones educativas oficiales. [Mediacion escolar],2016-10-21
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8710,Por medio del cual se institucionaliza el programa de Parques seguros para la familia|| la salud y el bienestar. [Parques seguros],2016-10-21
Comision Segunda de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8715,Proyecto de ley mediante el cual se adoptan medidas tendientes a fortalecer la seguridad ciudadana urbana en las capitales|| distritos y municipios de primera y segunda categoria|| asi como aquellos de categoria especial. [Seguridad ciudadana urbana],2016-10-24
Comision Sexta de Camara de Representantes,Legislativa,Archivado en Debate,8716,Por medio de la cual se adoptan medidas tendientes a democratizar el acceso a las especialidades medicas. [Acceso a las especialidades medicas],2016-10-24
Comision Primera de Camara de Representantes,Legislativa,Sancionado como Ley,8717,Por medio de la cual se decreta al municipio de Santa Cruz de Mompox|| del departamento de Bolivar|| como distrito especial|| turistico|| cultural e historico de Colombia. [Mompox|| Bolivar como distrito especial],2016-10-25
Comision Sexta de Senado,Legislativa,Sancionado como Ley,8705,Por medio de la cual se crea una instancia que coordine y promueva programas y actividades que se desarrollen en las zonas del Paisaje Cultural Cafetero Colombiano (PCCC) y se fortalezcan las estrategias y criterios que la UNESCO definio para inscribirlo en la lista de patrimonio mundial. [Paisaje Cultural Cafetero Colombiano],2016-10-25
Comision Primera de Camara de Representantes,Legislativa,Retirado por el Autor,8721,Por medio de la cual se adiciona un articulo nuevo a la ley 4 de 1992. [Defensores de familia del ICBF],2016-10-26
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8723,Por el cual se reconoce la categoria de Distrito Especial de Paz al municipio de Soledad en el departamento del Atlantico y se dictan otras disposiciones. [Soledad|| Atlantico como Distrito Especial de Paz],2016-10-26
Comision Primera de Camara de Representantes,Legislativa,Archivado por Vencimiento de Terminos,8724,Por medio del cual|| se reforma el articulo 172 y 177 de la Constitucion Politica de Colombia. [Edad minima para ser congresista],2016-10-26
Comision Septima de Camara de Representantes,Legislativa,Acumulado,8720,Por medio del cual se reglamenta el ejercicio de la cirugia plastica estetica|| medicina estetica y las especialidades medico quirurgicas con competencias formales en procedimientos medicos y quirurgicos esteticos en Colombia|| y se dictan otras disposiciones. [Reglamentacion cirugia estetica],2016-10-26
Comision Segunda de Camara de Representantes,Legislativa,Sancionado como Ley,8722,Por medio de la cual la Nacion se asocia a la conmemoracion de los doscientos (200) annos de vida administrativa del municipio de Guarne – Antioquia|| rinde publico homenaje a sus habitantes y se dictan otras disposiciones. [200 annos de Guarne|| Antioquia],2016-10-26
Comision Septima de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8719,Por medio de la cual se expide la Ley General para el manejo integral al sobrepeso y la obesidad. [Ley de sobrepeso y obesidad],2016-10-26
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8726,Por la cual se fijan normas de seguridad y ambientales en los vehiculos que se matriculen en el pais y se dictan otras disposiciones. [Seguridad vial],2016-10-27
Comision Sexta de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8725,Por la cual se fijan las tarifas de los servicios publicos domiciliarios de los establecimientos oficiales de educacion inicial|| basica y media en el pais y se dictan otras disposiciones. [Servicios publicos domiciliarios de establecimientos oficiales de educacion],2016-10-27
Comision Primera de Senado,Gubernamental,Archivado por Transito de Legislatura,8712,Por medio de la cual se establecen disposiciones para controlar la explotacion ilicita en yacimientos mineros y se dictan otras disposiciones. [Explotacion ilicita en yacimientos mineros|| mineria ilegal],2016-10-27
Comision Segunda de Senado,Legislativa,Archivado por Transito de Legislatura,8714,Por la cual se establecen normas sobre servicio exterior y se dictan otras disposiciones. [Normas sobre servicio exterior],2016-10-27
Comision Primera de Camara de Representantes/Comision Primera de Senado,Gubernamental,Sancionado como Ley,8718,Proyecto de ley por medio del cual se modifica y adiciona la Ley 1708 de 2014 – Codigo de Extincion de Dominio- y se dictan otras disposiciones. [Extincion de dominio],2016-11-01
Comision Primera de Senado,Legislativa,Retirado por el Autor,8727,Por medio de la cual se establecen mecanismos para mejorar las condiciones del sistema carcelario y penitenciario de Colombia. [Sistema carcelario y penitenciario],2016-11-02
Comision Segunda de Senado,Legislativa,Archivado por Transito de Legislatura,8728,Por medio de la cual se modifica y adiciona la Ley 668 de 2001. [Rendicion de cuentas y lucha contra la corrupcion],2016-11-03
Comision Segunda de Senado,Legislativa,Sancionado como Ley,8730,Por medio de la cual se declara patrimonio pedagogico de la Nacion al Instituto Pedagogico Nacional (IPN) Escuela Laboratorio y Centro de Practica de la Universidad Pedagogica Nacional|| en el Distrito Capital de Bogota y se dictan otras disposiciones. [Instituto Pedagogico Nacional (IPN) como patrimonio pedagogico],2016-11-09
Comision Sexta de Senado,Legislativa,Retirado por el Autor,8729,Por medio del cual se modifica el regimen del seguro obligatorio de dannos corporales causados a las personas en accidentes de transito SOAT y se dictan otras disposiciones. [Seguro obligatorio automotores],2016-11-09
Comision Segunda de Senado,Gubernamental,Archivado por Transito de Legislatura,8732,Por medio de la cual se aprueba el tratado entre la Republica de Colombia y la Republica del Peru sobre cooperacion judicial en materia civil|| comercial y administrativa|| suscrito en Bogota|| Colombia|| el 28 de marzo de 2007. [Tratado de cooperacion judicial con Peru],2016-11-10
Comision Segunda de Senado,Gubernamental,Sancionado como Ley,8731,Por medio de la cual se aprueba el ‘primer protocolo modificatorio del protocolo adicional al Acuerdo Marco de la Alianza del Pacifico’|| firmado en Paracas|| Ica|| Republica del Peru|| el 03 de julio de 2015|| y el ‘segundo protocolo modificatorio del protocolo adicional al Acuerdo Marco de la Alianza del Pacifico’|| firmado en Puerto Varas|| Republica de Chile|| el 01 de julio de 2016”. [Protocolo modificatorio de la Alianza Pacifico],2016-11-10
Comision Sexta de Camara de Representantes,Gubernamental,Archivado por Transito de Legislatura,8733,Por medio de la cual se aprueba la Convencion Interamericana para el Cumplimiento de Condenas Penales en el Extranjero|| hecha en la ciudad de Managua|| Nicaragua|| el 9 de julio de 1993. [Convencion Interamericana para el Cumplimiento de Condenas Penales en el Extranjero],2016-11-10
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,8735,Por medio de la cual se adoptan medidas para asegurar la disponibilidad energetica del pais. [Disponibilidad energetica],2016-11-15
Comision Segunda de Senado,Legislativa,Sancionado como Ley,8734,Por medio de la cual la Nacion se vincula a la celebracion del bicentenario de la campanna libertadora de 1819|| y se dictan otras disposiciones. [Bicentenario de la campanna libertadora],2016-11-15
Comision Segunda de Camara de Representantes,Legislativa,Sancionado como Ley,8739,Por medio de la cual se conmemora el bicentenario del sacrificio de la heroina Nacional Policarpa Salavarrieta y se dictan varias disposiciones para celebrar sus aportes a la Republica. [Bicentenario de Policarpa Salavarrieta],2016-11-16
Comision Septima de Senado,Legislativa,Archivado en Debate,8736,Por la cual se dictan normas para la proteccion de infantes y menores de brazos en Colombia y se exige la instalacion de bannos familiares asistidos en establecimientos abiertos al publico. [Bannos familiares en establecimientos abiertos al publico],2016-11-16
Comision Tercera de Senado,Gubernamental,Archivado por Transito de Legislatura,8738,Por medio de la cual se regula la politica de gasto publico en subsidios|| se expiden normas organicas presupuestales y de procedimiento para su aprobacion y se dictan otras disposiciones. [Politica de gasto publico en subsidios],2016-11-17
Comision Segunda de Senado,Legislativa,Retirado por el Autor,8737,Por medio del cual se modifica la Ley 12 de 1984 y se dictan otras disposiciones. [Escudo nacional incluya a San Andres y Providencia],2016-11-17
Comision Sexta de Camara de Representantes,Popular,Archivado en Debate,8741,Por medio de la cual se crea el servicio privado de transporte y su intermediacion a traves de plataformas tecnologicas. [Servicio de transporte privado|| uber],2016-11-22
Comision Tercera de Camara de Representantes,Legislativa,Retirado por el Autor,8743,Por la cual se modifica la Ley 1735 de 2014 con el fin de establecer medidas tendientes a promover el acceso a microfinanciacion a la poblacion mas vulnerable economicamente y se dictan otras disposiciones. [Prohibicion prestamos gota a gota],2016-11-22
Comision Primera de Camara de Representantes,Legislativa,Archivado por Transito de Legislatura,8745,Por la cual se fortalecen las medidas de proteccion en casos de violencia intrafamiliar y se dictan otras disposiciones. [Medidas de proteccion en violencia intrafamiliar],2016-11-22
Comision Sexta de Camara de Representantes,Legislativa,Aprobada conciliacion en Senado,8742,Por medio de la cual se establecen condiciones de normalizacion y se crea un esquema de credito basado en los ingresos para los creditos educativos otorgados por el Icetex. [Esquema de credito del Icetex],2016-11-23
Comision Quinta de Senado,Legislativa,Archivado por Transito de Legislatura,8740,Por la cual se establecen mecanismos y condiciones tecnicas para lograr un adecuado desempenno de los actores que se involucran en la cadena de generacion de aceites de fritura usados con el fin de prevenir la contaminacion ambiental e hidrica y riesgos para la salud humana en desarrollo|| entre otros|| del Articulo 13 de la Carta. [Aceites de frituras usadas],2016-11-23
